model,effort,task_id,trial,provider,gold_answer,extracted_answer,correct,answer_in_boxed,thinking_tokens,answer_tokens,total_completion_tokens,over_cap,at_cap,censored_correct,trace_chars,backtrack_markers,recall_opener,error
glm_4_6,enabled,aime_2026_i_07,14,Novita,396,396,1,1,6886,814,7700,0,0,1,21273,26,0,
glm_4_6,enabled,aime_2026_i_07,15,Novita,396,396,1,1,6034,255,6289,0,0,1,17775,26,0,
glm_4_6,enabled,aime_2026_i_07,16,Novita,396,396,1,1,5753,763,6516,0,0,1,16684,19,0,
glm_4_6,enabled,aime_2026_i_07,17,Novita,396,396,1,1,6844,994,7838,0,0,1,20380,46,0,
glm_4_6,enabled,aime_2026_i_07,18,Novita,396,396,1,1,5672,237,5909,0,0,1,15412,16,0,
glm_4_6,enabled,aime_2026_i_07,19,Novita,396,396,1,1,4638,441,5079,0,0,1,13972,21,0,
glm_4_6,enabled,aime_2026_i_07,20,Novita,396,396,1,1,4740,801,5541,0,0,1,13471,22,0,
glm_4_6,enabled,aime_2026_i_07,21,Novita,396,,0,0,40000,0,40000,0,1,0,96130,8,0,
glm_4_6,enabled,aime_2026_i_07,22,Novita,396,396,1,1,6822,972,7794,0,0,1,21836,29,0,
glm_4_6,enabled,aime_2026_i_07,23,Novita,396,396,1,1,7841,554,8395,0,0,1,23569,29,0,
glm_4_6,enabled,aime_2026_i_07,24,Novita,396,396,1,1,5398,606,6004,0,0,1,15571,24,0,
glm_4_6,enabled,aime_2026_i_07,25,Novita,396,396,1,1,8308,726,9034,0,0,1,25436,31,0,
glm_4_6,enabled,aime_2026_i_07,26,Novita,396,396,1,1,5366,289,5655,0,0,1,15320,22,0,
glm_4_6,enabled,aime_2026_i_07,27,Novita,396,396,1,1,5117,560,5677,0,0,1,14687,29,0,
glm_4_6,enabled,aime_2026_i_07,28,Novita,396,,0,0,40000,0,40000,0,1,0,77881,4,0,
glm_4_6,enabled,aime_2026_i_07,29,Novita,396,396,1,1,6891,368,7259,0,0,1,20224,34,0,
glm_4_6,enabled,aime_2026_i_07,30,Novita,396,396,1,1,8175,235,8410,0,0,1,20353,32,0,
glm_4_6,enabled,aime_2026_i_07,31,Novita,396,396,1,1,8113,316,8429,0,0,1,25390,35,0,
glm_4_6,enabled,aime_2026_ii_07,0,Novita,754,754,1,1,6781,104,6885,0,0,1,18792,20,0,
glm_4_6,enabled,aime_2026_ii_07,1,Novita,754,754,1,1,6776,92,6868,0,0,1,18679,24,0,
glm_4_6,enabled,aime_2026_ii_07,2,Novita,754,754,1,1,4926,102,5028,0,0,1,12115,14,0,
glm_4_6,enabled,aime_2026_ii_07,3,Novita,754,754,1,1,4162,89,4251,0,0,1,10477,8,0,
glm_4_6,enabled,aime_2026_ii_07,4,Novita,754,754,1,1,5532,81,5613,0,0,1,14441,19,0,
glm_4_6,enabled,aime_2026_ii_07,5,Novita,754,754,1,1,6216,85,6301,0,0,1,16836,14,0,
glm_4_6,enabled,aime_2026_ii_07,6,Novita,754,754,1,1,4897,115,5012,0,0,1,13727,14,0,
glm_4_6,enabled,aime_2026_ii_07,7,Novita,754,754,1,1,7420,122,7542,0,0,1,20905,19,0,
glm_4_6,enabled,aime_2026_ii_07,8,Novita,754,754,1,1,7716,147,7863,0,0,1,20289,23,0,
glm_4_6,enabled,aime_2026_ii_07,9,Novita,754,754,1,1,6682,90,6772,0,0,1,17327,17,0,
glm_4_6,enabled,aime_2026_ii_07,10,Novita,754,754,1,1,12254,108,12362,0,0,1,31468,43,0,
glm_4_6,enabled,aime_2026_ii_07,11,Novita,754,754,1,1,6708,117,6825,0,0,1,18614,19,0,
glm_4_6,enabled,aime_2026_ii_07,12,Novita,754,754,1,1,6454,153,6607,0,0,1,15871,14,0,
glm_4_6,enabled,aime_2026_ii_07,13,Novita,754,754,1,1,11018,126,11144,0,0,1,29012,29,0,
glm_4_6,enabled,aime_2026_ii_07,14,Novita,754,754,1,1,7507,79,7586,0,0,1,23469,31,0,
glm_4_6,enabled,aime_2026_ii_07,15,Novita,754,754,1,1,11597,1171,12768,0,0,1,30195,30,0,
glm_4_6,enabled,aime_2026_ii_07,16,Novita,754,754,1,1,15314,99,15413,0,0,1,45047,51,0,
glm_4_6,enabled,aime_2026_ii_07,17,Novita,754,754,1,1,9524,121,9645,0,0,1,26868,34,0,
glm_4_6,enabled,aime_2026_ii_07,18,Novita,754,754,1,1,8021,123,8144,0,0,1,20145,24,0,
glm_4_6,enabled,aime_2026_ii_07,19,Novita,754,754,1,1,7292,1127,8419,0,0,1,16946,23,0,
glm_4_6,enabled,aime_2026_ii_07,20,Novita,754,754,1,1,7364,78,7442,0,0,1,19649,22,0,
glm_4_6,enabled,aime_2026_ii_07,21,Novita,754,754,1,1,9062,134,9196,0,0,1,22169,29,0,
glm_4_6,enabled,aime_2026_ii_07,22,Novita,754,754,1,1,8576,1190,9766,0,0,1,24575,25,0,
glm_4_6,enabled,aime_2026_ii_07,23,Novita,754,754,1,1,9242,76,9318,0,0,1,25207,34,0,
glm_4_6,enabled,aime_2026_ii_07,24,Novita,754,754,1,1,6654,98,6752,0,0,1,17831,22,0,
glm_4_6,enabled,aime_2026_ii_07,25,Novita,754,754,1,1,5631,105,5736,0,0,1,16169,17,0,
glm_4_6,enabled,aime_2026_ii_07,26,Novita,754,754,1,1,9109,1026,10135,0,0,1,21473,24,0,
glm_4_6,enabled,aime_2026_ii_07,27,Novita,754,754,1,1,8101,82,8183,0,0,1,19384,21,0,
glm_4_6,enabled,aime_2026_ii_07,28,Novita,754,754,1,1,10796,127,10923,0,0,1,27262,27,0,
glm_4_6,enabled,aime_2026_ii_07,29,Novita,754,754,1,1,6714,122,6836,0,0,1,20072,17,0,
glm_4_6,enabled,aime_2026_ii_07,30,Novita,754,754,1,1,9841,1026,10867,0,0,1,28405,37,0,
glm_4_6,enabled,aime_2026_ii_07,31,Novita,754,754,1,1,5258,1038,6296,0,0,1,14243,11,0,
glm_4_6,enabled,aime_2026_i_12,0,Novita,161,161,1,1,12855,43,12898,0,0,1,37219,43,0,
glm_4_6,enabled,aime_2026_i_12,1,Novita,161,161,1,1,14750,1259,16009,0,0,1,40539,51,0,
glm_4_6,enabled,aime_2026_i_12,2,Novita,161,161,1,1,15037,1279,16316,0,0,1,42233,44,0,
glm_4_6,enabled,aime_2026_i_12,3,Novita,161,161,1,1,17956,386,18342,0,0,1,46881,51,0,
glm_4_6,enabled,aime_2026_i_12,4,Novita,161,161,1,1,13449,49,13498,0,0,1,36008,49,0,
glm_4_6,enabled,aime_2026_i_12,5,Novita,161,161,1,1,8266,1156,9422,0,0,1,24068,25,0,
glm_4_6,enabled,aime_2026_i_12,6,Novita,161,161,1,1,12547,686,13233,0,0,1,35799,34,0,
glm_4_6,enabled,aime_2026_i_12,7,Novita,161,161,1,1,13180,42,13222,0,0,1,38757,48,0,
glm_4_6,enabled,aime_2026_i_12,8,Novita,161,161,1,1,11253,613,11866,0,0,1,31494,35,0,
glm_4_6,enabled,aime_2026_i_12,9,Novita,161,161,1,1,11363,840,12203,0,0,1,33959,41,0,
glm_4_6,enabled,aime_2026_i_12,10,Novita,161,161,1,1,12100,1085,13185,0,0,1,32026,41,0,
glm_4_6,enabled,aime_2026_i_12,11,Novita,161,161,1,1,5927,521,6448,0,0,1,18145,27,0,
glm_4_6,enabled,aime_2026_i_12,12,Novita,161,161,1,1,21221,948,22169,0,0,1,59078,51,0,
glm_4_6,enabled,aime_2026_i_12,13,Novita,161,161,1,1,16133,581,16714,0,0,1,45849,49,0,
glm_4_6,enabled,aime_2026_i_12,14,Novita,161,161,1,1,9791,657,10448,0,0,1,25912,35,0,
glm_4_6,enabled,aime_2026_i_12,15,Novita,161,161,1,1,9151,45,9196,0,0,1,24410,22,0,
glm_4_6,enabled,aime_2026_i_12,16,Novita,161,161,1,1,13514,372,13886,0,0,1,40858,44,0,
glm_4_6,enabled,aime_2026_i_12,17,Novita,161,161,1,1,13201,46,13247,0,0,1,36416,44,0,
glm_4_6,enabled,aime_2026_i_12,18,Novita,161,161,1,1,20374,41,20415,0,0,1,59686,79,0,
glm_4_6,enabled,aime_2026_i_12,19,Novita,161,161,1,1,14664,706,15370,0,0,1,43299,64,0,
glm_4_6,enabled,aime_2026_i_12,20,Novita,161,161,1,1,12972,37,13009,0,0,1,35479,52,0,
glm_4_6,enabled,aime_2026_i_12,21,Novita,161,161,1,1,16750,50,16800,0,0,1,51392,56,0,
glm_4_6,enabled,aime_2026_i_12,22,Novita,161,161,1,1,14715,1010,15725,0,0,1,44058,53,0,
glm_4_6,enabled,aime_2026_i_12,23,Novita,161,161,1,1,12294,649,12943,0,0,1,34984,46,0,
glm_4_6,enabled,aime_2026_i_12,24,Novita,161,161,1,1,9764,649,10413,0,0,1,29026,30,0,
glm_4_6,enabled,aime_2026_i_12,25,Novita,161,161,1,1,12752,1160,13912,0,0,1,34912,30,0,
glm_4_6,enabled,aime_2026_i_12,26,Novita,161,161,1,1,15586,427,16013,0,0,1,48073,49,0,
glm_4_6,enabled,aime_2026_i_12,27,Novita,161,161,1,1,25640,415,26055,0,0,1,86842,90,0,
glm_4_6,enabled,aime_2026_i_12,28,Novita,161,161,1,1,11108,1247,12355,0,0,1,30477,32,0,
glm_4_6,enabled,aime_2026_i_12,29,Novita,161,161,1,1,15313,46,15359,0,0,1,43762,51,0,
glm_4_6,enabled,aime_2026_i_12,30,Novita,161,161,1,1,8020,723,8743,0,0,1,20995,29,0,
glm_4_6,enabled,aime_2026_i_12,31,Novita,161,161,1,1,13358,1123,14481,0,0,1,34662,39,0,
glm_4_7,enabled,aime_2026_i_13,0,Novita,039,39,1,1,31785,823,32608,0,0,1,67522,60,0,
glm_4_7,enabled,aime_2026_i_13,1,Novita,039,39,1,1,15767,1320,17087,0,0,1,41766,59,0,
glm_4_7,enabled,aime_2026_i_13,2,Novita,039,39,1,1,21168,852,22020,0,0,1,55316,77,0,
glm_4_7,enabled,aime_2026_i_13,3,Novita,039,39,1,1,11652,746,12398,0,0,1,31656,35,0,
glm_4_7,enabled,aime_2026_i_13,4,Novita,039,39,1,1,27814,1404,29218,0,0,1,69646,76,0,
glm_4_7,enabled,aime_2026_i_13,5,Novita,039,58,0,1,29461,1001,30462,0,0,0,75686,111,0,
glm_4_7,enabled,aime_2026_i_13,6,Novita,039,39,1,1,17560,605,18165,0,0,1,45879,60,0,
glm_4_7,enabled,aime_2026_i_13,7,Novita,039,39,1,1,13469,86,13555,0,0,1,35577,45,0,
glm_4_7,enabled,aime_2026_i_13,8,Novita,039,39,1,1,16424,43,16467,0,0,1,44178,64,0,
glm_4_7,enabled,aime_2026_i_13,9,Novita,039,39,1,1,16991,40,17031,0,0,1,43565,59,0,
glm_4_7,enabled,aime_2026_i_13,10,Novita,039,39,1,1,32160,1536,33696,0,0,1,80998,105,0,
glm_4_7,enabled,aime_2026_i_13,11,Novita,039,39,1,1,19312,739,20051,0,0,1,49426,67,0,
glm_4_7,enabled,aime_2026_i_13,12,Novita,039,39,1,1,11454,1015,12469,0,0,1,30256,47,0,
glm_4_7,enabled,aime_2026_i_13,13,Novita,039,39,1,1,12393,1301,13694,0,0,1,32230,46,0,
glm_4_7,enabled,aime_2026_i_13,14,Novita,039,39,1,1,17226,1038,18264,0,0,1,45440,67,0,
glm_4_7,enabled,aime_2026_i_13,15,Novita,039,39,1,1,31286,1188,32474,0,0,1,80087,94,0,
glm_4_7,enabled,aime_2026_i_13,16,Novita,039,39,1,1,14173,919,15092,0,0,1,37048,51,0,
glm_4_7,enabled,aime_2026_i_13,17,Novita,039,39,1,1,21843,484,22327,0,0,1,58766,76,0,
glm_4_7,enabled,aime_2026_i_13,18,Novita,039,39,1,1,11182,42,11224,0,0,1,28020,44,0,
glm_4_7,enabled,aime_2026_i_13,19,Novita,039,39,1,1,35138,43,35181,0,0,1,91348,104,0,
glm_4_7,enabled,aime_2026_i_13,20,Novita,039,39,1,1,19749,43,19792,0,0,1,50853,81,0,
glm_4_7,enabled,aime_2026_i_13,21,Novita,039,39,1,1,17474,510,17984,0,0,1,46088,59,0,
glm_4_7,enabled,aime_2026_i_13,22,Novita,039,39,1,1,25233,569,25802,0,0,1,66895,81,0,
glm_4_7,enabled,aime_2026_i_13,23,Novita,039,39,1,1,29152,837,29989,0,0,1,74248,100,0,
glm_4_7,enabled,aime_2026_i_13,24,Novita,039,39,1,1,16895,823,17718,0,0,1,46908,61,0,
glm_4_7,enabled,aime_2026_i_13,25,Novita,039,39,1,1,15269,72,15341,0,0,1,40517,47,0,
glm_4_7,enabled,aime_2026_i_13,26,Novita,039,39,1,1,22554,1230,23784,0,0,1,58691,67,0,
glm_4_7,enabled,aime_2026_i_13,27,Novita,039,20,0,1,9763,878,10641,0,0,0,26429,38,0,
glm_4_7,enabled,aime_2026_i_13,28,Novita,039,39,1,1,23338,1287,24625,0,0,1,60631,79,0,
glm_4_7,enabled,aime_2026_i_13,29,Novita,039,39,1,1,10976,651,11627,0,0,1,29424,37,0,
glm_4_7,enabled,aime_2026_i_13,30,Novita,039,39,1,1,14969,43,15012,0,0,1,37015,51,0,
glm_4_7,enabled,aime_2026_i_13,31,Novita,039,39,1,1,17911,454,18365,0,0,1,40214,28,0,
glm_4_7,enabled,aime_2026_i_14,0,Novita,681,681,1,1,15526,796,16322,0,0,1,44314,82,0,
glm_4_7,enabled,aime_2026_i_14,1,Novita,681,681,1,1,14454,1225,15679,0,0,1,41227,50,0,
glm_4_7,enabled,aime_2026_i_14,2,Novita,681,681,1,1,14608,1217,15825,0,0,1,40601,61,0,
glm_4_7,enabled,aime_2026_i_14,3,Novita,681,681,1,1,30460,1391,31851,0,0,1,79663,148,0,
glm_4_7,enabled,aime_2026_i_14,4,Novita,681,681,1,1,18489,1272,19761,0,0,1,54091,82,0,
glm_4_7,enabled,aime_2026_i_14,5,Novita,681,681,1,1,15872,1558,17430,0,0,1,42780,63,0,
glm_4_7,enabled,aime_2026_i_14,6,Novita,681,681,1,1,12357,1323,13680,0,0,1,33779,57,0,
glm_4_7,enabled,aime_2026_i_14,7,Novita,681,681,1,1,17157,779,17936,0,0,1,47091,60,0,
glm_4_7,enabled,aime_2026_i_14,8,Novita,681,681,1,1,23888,1057,24945,0,0,1,58764,103,0,
glm_4_7,enabled,aime_2026_i_14,9,Novita,681,681,1,1,13543,882,14425,0,0,1,36248,57,0,
glm_4_7,enabled,aime_2026_i_14,10,Novita,681,681,1,1,12568,1697,14265,0,0,1,34581,69,0,
glm_4_7,enabled,aime_2026_i_14,11,Novita,681,800,0,0,38913,40004,78917,1,0,0,106279,131,0,
glm_4_7,enabled,aime_2026_i_14,12,Novita,681,681,1,1,5791,743,6534,0,0,1,15498,19,0,
glm_4_7,enabled,aime_2026_i_14,13,Novita,681,681,1,1,32326,49,32375,0,0,1,75124,101,0,
glm_4_7,enabled,aime_2026_i_14,14,Novita,681,681,1,1,10190,464,10654,0,0,1,28864,45,0,
glm_4_7,enabled,aime_2026_i_14,15,Novita,681,1512,0,1,38913,40004,78917,1,0,0,107075,134,0,
glm_4_7,enabled,aime_2026_i_14,16,Novita,681,681,1,1,19105,1129,20234,0,0,1,52670,108,0,
glm_4_7,enabled,aime_2026_i_14,17,Novita,681,681,1,1,38913,3112,42025,1,0,0,89682,100,0,
glm_4_7,enabled,aime_2026_i_14,18,Novita,681,681,1,1,19853,1274,21127,0,0,1,54785,84,0,
glm_4_7,enabled,aime_2026_i_14,19,Novita,681,681,1,1,15617,50,15667,0,0,1,43508,78,0,
glm_4_7,enabled,aime_2026_i_14,20,Novita,681,681,1,1,10688,126,10814,0,0,1,30248,42,0,
glm_4_7,enabled,aime_2026_i_14,21,Novita,681,681,1,1,12570,1530,14100,0,0,1,31163,53,0,
glm_4_7,enabled,aime_2026_i_14,22,Novita,681,681\),0,0,38913,24648,63561,1,0,0,98678,113,0,
glm_4_7,enabled,aime_2026_i_14,23,Novita,681,681,1,1,16903,1119,18022,0,0,1,46047,75,0,
glm_4_7,enabled,aime_2026_i_14,24,Novita,681,681,1,1,11692,518,12210,0,0,1,30517,45,0,
glm_4_7,enabled,aime_2026_i_14,25,Novita,681,681,1,1,8643,829,9472,0,0,1,23700,32,0,
glm_4_7,enabled,aime_2026_i_14,26,Novita,681,681,1,1,28262,1313,29575,0,0,1,73485,93,0,
glm_4_7,enabled,aime_2026_i_14,27,Novita,681,681,1,1,17207,398,17605,0,0,1,45679,65,0,
glm_4_7,enabled,aime_2026_i_14,28,Novita,681,681,1,1,9883,264,10147,0,0,1,25232,57,0,
glm_4_7,enabled,aime_2026_i_14,29,Novita,681,681,1,1,21523,1244,22767,0,0,1,60555,109,0,
glm_4_7,enabled,aime_2026_i_14,30,Novita,681,681,1,1,18100,546,18646,0,0,1,47621,68,0,
glm_4_7,enabled,aime_2026_i_14,31,Novita,681,681,1,1,38890,58,38948,0,0,1,96480,116,0,
glm_4_7,enabled,aime_2026_ii_13,0,Novita,107,107,1,1,36546,20,36566,0,0,1,121380,124,0,
glm_4_7,enabled,aime_2026_ii_13,1,Novita,107,107,1,1,38913,3981,42894,1,0,0,127563,112,0,
glm_4_7,enabled,aime_2026_ii_13,2,Novita,107,107,1,1,38913,287,39200,0,0,1,148828,105,0,
glm_4_7,enabled,aime_2026_ii_13,3,Novita,107,12,0,1,38913,991,39904,0,0,0,138734,106,0,
glm_4_7,enabled,aime_2026_ii_13,4,Novita,107,,0,0,39998,2,40000,0,1,0,146175,116,0,
glm_4_7,enabled,aime_2026_ii_13,5,Novita,107,107,1,1,38913,312,39225,0,0,1,138430,123,0,
glm_4_7,enabled,aime_2026_ii_13,6,Novita,107,107,1,1,38913,4836,43749,1,0,0,141048,98,0,
glm_4_7,enabled,aime_2026_ii_13,7,Novita,107,107,1,1,38913,4033,42946,1,0,0,136777,105,0,
glm_4_7,enabled,aime_2026_ii_13,8,Novita,107,,0,0,39992,8,40000,0,1,0,145045,134,0,
glm_4_7,enabled,aime_2026_ii_13,9,Novita,107,,0,0,39997,3,40000,0,1,0,136813,78,0,
glm_4_7,enabled,aime_2026_ii_13,10,Novita,107,13,0,1,38913,532,39445,0,0,0,130770,103,0,
glm_4_7,enabled,aime_2026_ii_13,11,Novita,107,,0,0,39991,9,40000,0,1,0,137848,115,0,
glm_4_7,enabled,aime_2026_ii_13,12,Novita,107,,0,0,39998,2,40000,0,1,0,143010,96,0,
glm_4_7,enabled,aime_2026_ii_13,13,Novita,107,,0,0,39989,11,40000,0,1,0,149909,104,0,
glm_4_7,enabled,aime_2026_ii_13,14,Novita,107,2,0,0,38913,40004,78917,1,0,0,133722,84,0,
glm_4_7,enabled,aime_2026_ii_13,15,Novita,107,107,1,1,38913,504,39417,0,0,1,134904,123,0,
glm_4_7,enabled,aime_2026_ii_13,16,Novita,107,107,1,1,38913,543,39456,0,0,1,137266,122,0,
glm_4_7,enabled,aime_2026_ii_13,17,Novita,107,,0,0,39989,11,40000,0,1,0,137212,107,0,
glm_4_7,enabled,aime_2026_ii_13,18,Novita,107,,0,0,39993,7,40000,0,1,0,140877,110,0,
glm_4_7,enabled,aime_2026_ii_13,19,Novita,107,107. Yes,0,0,38913,40004,78917,1,0,0,134762,96,0,
glm_4_7,enabled,aime_2026_ii_13,20,Novita,107,107,1,1,38913,763,39676,0,0,1,125570,114,0,
glm_4_7,enabled,aime_2026_ii_13,21,Novita,107,107,1,1,38913,469,39382,0,0,1,137451,91,0,
glm_4_7,enabled,aime_2026_ii_13,22,Novita,107,,0,0,39964,36,40000,0,1,0,143826,107,0,
glm_4_7,enabled,aime_2026_ii_13,23,Novita,107,107,1,1,38913,576,39489,0,0,1,138161,101,0,
glm_4_7,enabled,aime_2026_ii_13,24,Novita,107,139,0,1,38913,1913,40826,1,0,0,130275,110,0,
glm_4_7,enabled,aime_2026_ii_13,25,Novita,107,107,1,1,38913,37929,76842,1,0,0,126540,110,0,
glm_4_7,enabled,aime_2026_ii_13,26,Novita,107,107\). Any other factorization would require more elements. Hence the least possible number of elements in \(S\) is \(107\),0,0,38913,12814,51727,1,0,0,133063,100,0,
glm_4_7,enabled,aime_2026_ii_13,27,Novita,107,107,1,1,38913,5003,43916,1,0,0,141531,99,0,
glm_4_7,enabled,aime_2026_ii_13,28,Novita,107,107,1,1,34361,1739,36100,0,0,1,121664,121,0,
glm_4_7,enabled,aime_2026_ii_13,29,Novita,107,107,1,1,38913,447,39360,0,0,1,131066,118,0,
glm_4_7,enabled,aime_2026_ii_13,30,Novita,107,107,1,1,38913,560,39473,0,0,1,128348,103,0,
glm_4_7,enabled,aime_2026_ii_13,31,Novita,107,107,1,1,38913,852,39765,0,0,1,129255,97,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,0,Novita,499,,0,0,39991,9,40000,0,1,0,136591,77,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,1,Novita,499,499,1,1,38913,824,39737,0,0,1,126119,79,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,2,Novita,499,515,0,1,38913,1111,40024,1,0,0,128800,91,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,3,Novita,499,499,1,1,38913,627,39540,0,0,1,139316,82,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,4,Novita,499,499,1,1,38913,1460,40373,1,0,0,136084,83,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,5,Novita,499,499,1,1,38913,829,39742,0,0,1,126601,81,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,6,Novita,499,499,1,1,36117,626,36743,0,0,1,126325,85,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,7,Novita,499,499,1,1,38913,511,39424,0,0,1,132032,85,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,8,Novita,499,499,1,1,38913,911,39824,0,0,1,127971,80,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,9,Novita,499,499,1,1,38913,33,38946,0,0,1,135963,94,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,10,Novita,499,499,1,1,38913,985,39898,0,0,1,136327,110,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,11,Novita,499,,0,0,39990,10,40000,0,1,0,134595,76,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,12,Novita,499,,0,0,39965,35,40000,0,1,0,132452,98,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,13,Novita,499,,0,0,39998,2,40000,0,1,0,71833,27,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,14,Novita,499,499,1,1,38913,1012,39925,0,0,1,137729,88,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,15,Novita,499,,0,0,39981,19,40000,0,1,0,133797,79,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,16,Novita,499,,0,0,39993,7,40000,0,1,0,135376,89,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,17,Novita,499,499,1,1,38913,1389,40302,1,0,0,142882,96,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,18,Novita,499,499,1,1,38913,728,39641,0,0,1,137587,102,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,19,Novita,499,,0,0,39992,8,40000,0,1,0,125363,103,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,20,Novita,499,,0,0,39988,12,40000,0,1,0,123337,97,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,21,Novita,499,,0,0,39995,5,40000,0,1,0,131269,89,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,22,Novita,499,499,1,1,38913,916,39829,0,0,1,136096,82,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,23,Novita,499,1+2+6+10+30+50+150 = 249,0,1,38913,1765,40678,1,0,0,123441,94,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,24,Novita,499,499,1,1,38913,1061,39974,0,0,1,134196,102,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,25,Novita,499,,0,0,39988,12,40000,0,1,0,152406,88,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,26,Novita,499,502,0,1,38913,786,39699,0,0,0,129193,71,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,27,Novita,499,499,1,1,38913,391,39304,0,0,1,127930,73,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,28,Novita,499,,0,0,34878,0,34878,0,0,0,136877,88,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,29,Novita,499,499,1,1,38913,1391,40304,1,0,0,131489,84,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,30,Novita,499,499,1,1,38913,741,39654,0,0,1,133599,67,0,
glm_4_7,enabled,hmmt_2026_feb_comb_09,31,Novita,499,,0,0,39984,16,40000,0,1,0,137012,77,0,
glm_4_7,enabled,aime_2026_i_09,0,Novita,029,29,1,1,36003,48,36051,0,0,1,128336,93,0,
glm_4_7,enabled,aime_2026_i_09,1,Novita,029,29,1,1,20926,62,20988,0,0,1,71732,52,0,
glm_4_7,enabled,aime_2026_i_09,2,Novita,029,29,1,1,21409,35,21444,0,0,1,67695,66,0,
glm_4_7,enabled,aime_2026_i_09,3,Novita,029,29,1,1,16364,41,16405,0,0,1,56375,46,0,
glm_4_7,enabled,aime_2026_i_09,4,Novita,029,29,1,1,16690,35,16725,0,0,1,59886,50,0,
glm_4_7,enabled,aime_2026_i_09,5,Novita,029,29,1,1,18561,68,18629,0,0,1,64489,50,0,
glm_4_7,enabled,aime_2026_i_09,6,Novita,029,29,1,1,19545,715,20260,0,0,1,65267,52,0,
glm_4_7,enabled,aime_2026_i_09,7,Novita,029,29,1,1,19595,937,20532,0,0,1,71893,53,0,
glm_4_7,enabled,aime_2026_i_09,8,Novita,029,29,1,1,16926,44,16970,0,0,1,66026,54,0,
glm_4_7,enabled,aime_2026_i_09,9,Novita,029,29,1,1,20091,43,20134,0,0,1,68374,73,0,
glm_4_7,enabled,aime_2026_i_09,10,Novita,029,29,1,1,22240,65,22305,0,0,1,83203,61,0,
glm_4_7,enabled,aime_2026_i_09,11,Novita,029,29,1,1,18588,1034,19622,0,0,1,64948,72,0,
glm_4_7,enabled,aime_2026_i_09,12,Novita,029,29,1,1,19333,55,19388,0,0,1,69750,58,0,
glm_4_7,enabled,aime_2026_i_09,13,Novita,029,29,1,1,22365,66,22431,0,0,1,82709,47,0,
glm_4_7,enabled,aime_2026_i_09,14,Novita,029,29,1,1,16671,48,16719,0,0,1,56740,51,0,
glm_4_7,enabled,aime_2026_i_09,15,Novita,029,29,1,1,19940,965,20905,0,0,1,68761,64,0,
glm_4_7,enabled,aime_2026_i_09,16,Novita,029,29,1,1,22410,1173,23583,0,0,1,74005,72,0,
glm_4_7,enabled,aime_2026_i_09,17,Novita,029,29,1,1,29430,69,29499,0,0,1,91990,81,0,
glm_4_7,enabled,aime_2026_i_09,18,Novita,029,29,1,1,21177,64,21241,0,0,1,76078,74,0,
glm_4_7,enabled,aime_2026_i_09,19,Novita,029,29,1,1,20126,65,20191,0,0,1,71239,62,0,
glm_4_7,enabled,aime_2026_i_09,20,Novita,029,29,1,1,16644,43,16687,0,0,1,60350,61,0,
glm_4_7,enabled,aime_2026_i_09,21,Novita,029,29,1,1,23437,35,23472,0,0,1,82647,69,0,
glm_4_7,enabled,aime_2026_i_09,22,Novita,029,29,1,1,18073,1030,19103,0,0,1,62254,58,0,
glm_4_7,enabled,aime_2026_i_09,23,Novita,029,29,1,1,38913,58,38971,0,0,1,139006,116,0,
glm_4_7,enabled,aime_2026_i_09,24,Novita,029,29,1,1,27554,1265,28819,0,0,1,97550,82,0,
glm_4_7,enabled,aime_2026_i_09,25,Novita,029,29,1,1,19926,800,20726,0,0,1,67536,58,0,
glm_4_7,enabled,aime_2026_i_09,26,Novita,029,29,1,1,14346,997,15343,0,0,1,47860,49,0,
